Unnamed: 0,index,name,price,year,brand,km_drive
339,339, TOYOTA YARIS 1.2 G,349000.0,2015,TOYOTA,100000
340,340, HONDA BRIO 1.2 V,339000.0,2017,HONDA,62000
341,341, HONDA CIVIC 1.8 E i-VTEC,669000.0,2019,HONDA,49000
342,342, MERCEDES BENZ C200 KOMPRESSOR Elegance,468000.0,2010,MERCEDES,235000
343,343, HONDA CIVIC 1.8 EL i-VTEC,588000.0,2016,HONDA,160000
344,344, MG ZS 1.5 D,439000.0,2019,MG,69000
345,345, MITSUBISHI OUTLANDER,1299000.0,2022,MITSUBISHI,11000
346,346, TOYOTA VELLFIRE 2.4 V,999000.0,2011,TOYOTA,220000
347,347, HONDA CR-V 2.0 E 4WD,559000.0,2013,HONDA,130000
348,348, TOYOTA ALPHARD 2.5 S C-Package,3390000.0,2021,TOYOTA,38000
349,349, HONDA HR-V 1.8 S,559000.0,2017,HONDA,160000
350,350, MERCEDES BENZ C200 Avantgarde,1059000.0,2015,MERCEDES,150000
351,351, HONDA MOBILIO 1.5 V,429000.0,2017,HONDA,84000
352,352, BMW 420I M Sport,1459000.0,2015,BMW,120000
353,353, KIA CARNIVAL,1690000.0,2020,KIA,61000
354,354, TOYOTA CAMRY 2.0 G,488000.0,2013,TOYOTA,185000
355,355, TOYOTA ALPHARD 3.5 V,1118000.0,2013,TOYOTA,209000
356,356, MAZDA 2 1.5 Sports Groove,259000.0,2011,MAZDA,140000
357,357, TOYOTA VIOS 1.5 E,259000.0,2012,TOYOTA,160000
358,358, MAZDA 2 1.5 XD,349000.0,2015,MAZDA,230000
359,359, HONDA CIVIC 1.8 EL i-VTEC,779000.0,2019,HONDA,96000
360,360, TOYOTA YARIS 1.5 E,259000.0,2012,TOYOTA,260000
361,361, HONDA CIVIC 1.8 EL i-VTEC,739000.0,2019,HONDA,56000
362,362, BMW 520D Sport,1890000.0,2017,BMW,110000
363,363, HONDA CITY 1.5 V,359000.0,2014,HONDA,230000
364,364, BMW X1 sDrive18i,578000.0,2012,BMW,130000
365,365, TOYOTA HILUX REVO 2.4 G Prerunner,578000.0,2016,TOYOTA,190000
366,366, ISUZU MU-X 1.9,728000.0,2019,ISUZU,136000
367,367, MAZDA 3 2.0 S,478000.0,2017,MAZDA,140000
368,368, HONDA CIVIC 1.8 EL i-VTEC,749000.0,2019,HONDA,72000
369,369, HONDA ACCORD 2.0 Hybrid i-VTEC,718000.0,2017,HONDA,192000
370,370, MERCEDES BENZ C350 E,1088000.0,2016,MERCEDES,150000
371,371, MERCEDES BENZ GLC250 D,1558000.0,2016,MERCEDES,210000
372,372, MITSUBISHI TRITON 2.4 GLX,258000.0,2011,MITSUBISHI,168000
373,373, HONDA ACCORD 2.0 EL,498000.0,2015,HONDA,170000
374,374, BMW 523I,438000.0,2008,BMW,200000
375,375, BMW X3 xDrive20d,758000.0,2012,BMW,1800
376,376, ISUZU D-MAX 2.5 S,438000.0,2016,ISUZU,158000
377,377, TOYOTA HILUX VIGO 2.5 E Prerunner,449000.0,2015,TOYOTA,26000
378,378, HONDA CITY 1.5 SV,329000.0,2012,HONDA,240000
379,379, TOYOTA SPORT RIDER 3.0 SR5 Limited 4WD,160000.0,1999,TOYOTA,330000
380,380, MAZDA 2 1.5 XD,369000.0,2015,MAZDA,190000
381,381, MERCEDES BENZ E300 BlueTEC HYBRID,1399000.0,2015,MERCEDES,79000
382,382, NISSAN JUKE 1.6 V,359000.0,2014,NISSAN,90000
383,383, BMW SERIES 5,1890000.0,2019,BMW,92000
384,384, ISUZU D-MAX 2.5 Hi-Lander L,418000.0,2015,ISUZU,142000
385,385, TOYOTA ALTIS 1.6 E,258000.0,2009,TOYOTA,168000
386,386, TOYOTA HILUX VIGO 3.0 G 4WD,538000.0,2010,TOYOTA,143000
387,387, TOYOTA FORTUNER 3.0 V,538000.0,2009,TOYOTA,170000
388,388, MAZDA CX-5 2.2 XDL 4WD,468000.0,2014,MAZDA,180000
389,389, MITSUBISHI PAJERO SPORT 2.5 GT 4WD,618000.0,2015,MITSUBISHI,160000
390,390, TOYOTA FORTUNER 3.0 V 4WD,718000.0,2012,TOYOTA,175000
391,391, TOYOTA HILUX VIGO 2.5 G,358000.0,2009,TOYOTA,188000
392,392, HONDA CITY 1.5 S i-VTEC,269000.0,2009,HONDA,190000
393,393, MERCEDES BENZ CLA200 Urban,1099000.0,2017,MERCEDES,82000
394,394, BMW 520D Sport,2190000.0,2020,BMW,69000
395,395, HONDA CIVIC 1.5 Turbo,959000.0,2022,HONDA,37000
396,396, MAZDA 3 2.0 C,729000.0,2019,MAZDA,36000
397,397, HONDA CITY 1.5 V,259000.0,2010,HONDA,130000
398,398, HONDA BRIO 1.2 V,299000.0,2014,HONDA,63000
399,399, NISSAN X-TRAIL 2.0 V Hybrid 4WD,579000.0,2016,NISSAN,120000
400,400, HONDA HR-V 1.8 EL,619000.0,2018,HONDA,210000
401,401, HONDA CR-V 2.0 S,539000.0,2013,HONDA,130000
402,402, HONDA CR-V 2.0 S,529000.0,2013,HONDA,110000
403,403, MAZDA 2 1.3 Sports High Plus,418000.0,2017,MAZDA,82000
404,404, MERCEDES BENZ C180 AMG,938000.0,2013,MERCEDES,110000
405,405, NISSAN TEANA 2.0 200 XL,379000.0,2011,NISSAN,170000
406,406, HONDA ACCORD 3.0 V6 i-VTEC,259000.0,2004,HONDA,260000
407,407, HONDA CR-V 2.0 E 4WD,678000.0,2015,HONDA,180000
408,408, MITSUBISHI PAJERO SPORT 2.5 GT,418000.0,2008,MITSUBISHI,144000
409,409, NISSAN X-TRAIL 2.0 E,479000.0,2016,NISSAN,200000
410,410, TOYOTA HILUX REVO 2.8 G 4WD,799000.0,2015,TOYOTA,49000
411,411, HONDA JAZZ 1.5 SV i-VTEC,468000.0,2016,HONDA,180000
412,412, MG GS 2.0 X 4WD,398000.0,2017,MG,140000
413,413, TOYOTA CAMRY 2.0 G,518000.0,2013,TOYOTA,180000
414,414, ISUZU D-MAX 1.9 S,388000.0,2018,ISUZU,143000
415,415, MG 3 1.5 V,289000.0,2017,MG,70000
416,416, MERCEDES BENZ C350 E,1099000.0,2017,MERCEDES,100000
417,417, TOYOTA VIOS 1.5 J,349000.0,2014,TOYOTA,85000
418,418, HONDA JAZZ 1.5 SV,359000.0,2013,HONDA,110000
419,419, HONDA CR-V 1.6 DT EL 4WD,999000.0,2017,HONDA,120000
420,420, CHEVROLET COLORADO 2.5 LT,398000.0,2017,CHEVROLET,87000
421,421, FORD RANGER 2.2 Hi-Rider XL+,399000.0,2017,FORD,190000
422,422, MERCEDES BENZ C350 E,1299000.0,2018,MERCEDES,110000
423,423, HONDA ACCORD 2.0 EL,369000.0,2011,HONDA,180000
424,424, MERCEDES BENZ C43 AMG,2778000.0,2018,MERCEDES,48000
425,425, VOLKSWAGEN BEETLE,578000.0,2001,VOLKSWAGEN,110000
426,426, MERCEDES BENZ C 180 CGI,999000.0,2012,MERCEDES,85000
427,427, BMW 118I M Sport,959000.0,2017,BMW,68000
428,428, HONDA HR-V 1.8 E,529000.0,2015,HONDA,100000
429,429, HONDA CR-V 2.0 S,499000.0,2013,HONDA,200000
430,430, MERCEDES BENZ C350 E,1299000.0,2018,MERCEDES,74000
431,431, MG GS,429000.0,2018,MG,40000
432,432, HONDA CIVIC 1.8 EL i-VTEC,819000.0,2020,HONDA,30000
433,433, HONDA ACCORD 2.0 EL,819000.0,2018,HONDA,90000
434,434, MAZDA 2 Sports,469000.0,2020,MAZDA,37000
435,435, TOYOTA CAMRY 2.0 G,659000.0,2015,TOYOTA,170000
436,436, TOYOTA CAMRY 2.0 G,559000.0,2013,TOYOTA,85000
437,437, TOYOTA CAMRY 2.0 G,559000.0,2014,TOYOTA,130000
438,438, TOYOTA YARIS ATIV,479000.0,2022,TOYOTA,86000
439,439, NISSAN ELGRAND 2.5 High-Way Star,1049000.0,2013,NISSAN,170000
440,440, NISSAN TEANA 200 XL,379000.0,2011,NISSAN,170000
441,441, BMW X1 sDrive20d,1659000.0,2020,BMW,59000
442,442, NISSAN TEANA 200 XL,389000.0,2013,NISSAN,150000
443,443, BMW X1 sDrive18d,1240000.0,2016,BMW,130000
444,444, BMW X5 xDrive40e,1840000.0,2017,BMW,120000
445,445, TOYOTA VIOS 1.5 J,419000.0,2018,TOYOTA,120000
446,446, HONDA ACCORD 2.4 EL NAVI,789000.0,2018,HONDA,130000
447,447, HONDA CIVIC 1.8 E i-VTEC,459000.0,2013,HONDA,150000
448,448, TOYOTA VIOS 1.5 E,359000.0,2014,TOYOTA,60000
449,449, TOYOTA ALTIS 1.6 G,269000.0,2011,TOYOTA,145000
450,450, FORD RANGER 2.2 Hi-Rider XLT,498000.0,2016,FORD,170000
451,451, HONDA JAZZ 1.5 V,349000.0,2011,HONDA,99000
452,452, TOYOTA VIOS 1.5 J,419000.0,2018,TOYOTA,100000
453,453, FORD RANGER 2.0 Raptor 4WD,1188000.0,2018,FORD,160000
454,454, HONDA CR-V 2.4 EL,959000.0,2019,HONDA,120000
455,455, TOYOTA YARIS ATIV,489000.0,2021,TOYOTA,69000
456,456, MAZDA CX-5 2.2 XD,959000.0,2018,MAZDA,87000
457,457, HONDA STREAM 2.0 E,359000.0,2005,HONDA,150000
458,458, VOLVO S60,199000.0,2003,VOLVO,250000
459,459, HONDA CITY 1.5 S CNG,289000.0,2013,HONDA,170000
460,460, HONDA CR-V 2.0 S,299000.0,2008,HONDA,270000
461,461, MG ZS 1.5 X,468000.0,2018,MG,74000
462,462, ISUZU D-MAX 3.0 S,468000.0,2019,ISUZU,180000
463,463, HONDA CITY 1.5 S i-VTEC,428000.0,2017,HONDA,70000
464,464, HONDA CR-V 2.4 EL 4WD,938000.0,2017,HONDA,130000
465,465, FORD RANGER 2.0 Hi-Rider WildTrak,818000.0,2018,FORD,120000
466,466, ISUZU D-MAX 2.5 L,438000.0,2015,ISUZU,142000
467,467, MERCEDES BENZ CLS 53 AMG,4199000.0,2020,MERCEDES,29000
468,468, MERCEDES BENZ E200 CGI,859000.0,2012,MERCEDES,126000
469,469, HONDA HR-V 1.8 E,639000.0,2017,HONDA,87000
470,470, ISUZU D-MAX 1.9 Z,599000.0,2018,ISUZU,53000
471,471, MERCEDES BENZ C 180 CGI,839000.0,2013,MERCEDES,95000
472,472, MITSUBISHI PAJERO SPORT 2.4 GT Premium,1099000.0,2019,MITSUBISHI,80000
473,473, BMW 320D M Sport Touring,2099000.0,2020,BMW,47000
474,474, TOYOTA HILUX REVO 2.4 J Plus,579000.0,2019,TOYOTA,47000
475,475, MERCEDES BENZ CLS250 CDI AMG,1259000.0,2011,MERCEDES,110000
476,476, HONDA CIVIC 1.8 EL i-VTEC,749000.0,2020,HONDA,50000
477,477, ISUZU D-MAX 1.9 S,438000.0,2017,ISUZU,170000
478,478, HONDA CITY 1.5 V+ i-VTEC,438000.0,2014,HONDA,114000
479,479, LAND ROVER RANGE ROVER 2.2 Evoque SD4 4WD,1278000.0,2012,LAND,138000
480,480, TOYOTA HILUX REVO 2.4 E Plus 4WD,618000.0,2019,TOYOTA,46000
481,481, FORD EVEREST 2.0 Titanium,898000.0,2018,FORD,137000
482,482, BMW 320I,338000.0,2007,BMW,210000
483,483, TOYOTA HILUX REVO 2.4 G Prerunner,548000.0,2015,TOYOTA,120000
484,484, NISSAN NP 300 NAVARA 2.5 S,338000.0,2015,NISSAN,169000
485,485, BMW 320D,1248000.0,2017,BMW,100000
486,486, FORD RANGER 2.2 Hi-Rider WildTrak,518000.0,2012,FORD,140000
487,487, HONDA ACCORD 2.4 EL,378000.0,2008,HONDA,220000
488,488, HONDA HR-V 1.8 E,629000.0,2017,HONDA,70000
489,489, TOYOTA HILUX VIGO 2.5 G,378000.0,2011,TOYOTA,160000
490,490, VOLKSWAGEN BEETLE 1.2 1200,1168000.0,2012,VOLKSWAGEN,99000
491,491, BMW X4,1738000.0,2016,BMW,100000
492,492, NISSAN ALMERA 1.2 V,239000.0,2011,NISSAN,150000
493,493, HONDA CIVIC 1.8 E i-VTEC,299000.0,2009,HONDA,110000
494,494, HONDA HR-V 1.8 E,589000.0,2016,HONDA,160000
495,495, TOYOTA CAMRY 2.0 G,559000.0,2013,TOYOTA,110000
496,496, HONDA HR-V 1.8 E,559000.0,2015,HONDA,160000
497,497, HONDA CR-V,1259000.0,2020,HONDA,22000
498,498, TOYOTA VIOS 1.5 J,349000.0,2014,TOYOTA,130000
499,499, VOLKSWAGEN SCIROCCO 2.0 TSi Comfortline,829000.0,2009,VOLKSWAGEN,86000
500,500, FORD RANGER 2.2 Hi-Rider XLT,449000.0,2016,FORD,90000
501,501, MINI COOPER 1.5,1659000.0,2021,MINI,28000
502,502, MG ZS 1.5 X,619000.0,2021,MG,2400
503,503, FORD RANGER 2.0 Hi-Rider WildTrak,748000.0,2018,FORD,179000
504,504, NISSAN X-TRAIL 2.0 V 4WD,599000.0,2016,NISSAN,120000
505,505, FORD EVEREST 2.0 Titanium+ 4WD,1238000.0,2019,FORD,63000
506,506, HONDA CR-V 2.0 E 4WD,569000.0,2013,HONDA,180000
507,507, FORD EVEREST 3.2 Titanium+ 4WD,999000.0,2018,FORD,130000
508,508, TOYOTA CAMRY 2.0 G,699000.0,2017,TOYOTA,135000
509,509, HONDA ACCORD 2.0 Hybrid i-VTEC,1459000.0,2021,HONDA,66000
510,510, TOYOTA ALTIS 1.6 G,449000.0,2017,TOYOTA,179000
511,511, TOYOTA HILUX REVO 2.4 J,379000.0,2016,TOYOTA,188000
512,512, HONDA CITY 1.5 V i-VTEC,399000.0,2017,HONDA,208000
513,513, TOYOTA CAMRY 2.0 G,999000.0,2019,TOYOTA,161000
514,514, ISUZU D-MAX 3.0 Hi-Lander Z-Prestige,659000.0,2019,ISUZU,77000
515,515, TOYOTA HILUX REVO 2.4 Prerunner E Plus,569000.0,2017,TOYOTA,121000
516,516, TOYOTA CAMRY 2.0 G,719000.0,2017,TOYOTA,122000
517,517, TOYOTA CAMRY 2.0 G,999000.0,2019,TOYOTA,159000
518,518, TOYOTA CAMRY 2.0 G,989000.0,2018,TOYOTA,76000
519,519, HONDA CIVIC 1.8 E i-VTEC,689000.0,2019,HONDA,103000
520,520, TOYOTA HILUX REVO 2.4 Prerunner E,619000.0,2018,TOYOTA,125000
521,521, TOYOTA HILUX REVO 2.4 J Plus Prerunner,539000.0,2018,TOYOTA,220000
522,522, TOYOTA HILUX REVO 2.8 J Plus,409000.0,2017,TOYOTA,91000
523,523, TOYOTA HILUX REVO 2.4 J Plus,459000.0,2018,TOYOTA,40000
524,524, ISUZU D-MAX 1.9 S,339000.0,2017,ISUZU,215000
525,525, TOYOTA HILUX REVO 2.4 J Plus,539000.0,2019,TOYOTA,18000
526,526, HONDA CIVIC 1.5 Turbo,829000.0,2017,HONDA,106000
527,527, HONDA ACCORD 2.0 E i-VTEC,629000.0,2016,HONDA,248000
528,528, TOYOTA CAMRY 2.0 G,629000.0,2017,TOYOTA,218000
529,529, TOYOTA HILUX REVO 2.4 Prerunner E,639000.0,2022,TOYOTA,7
530,530, TOYOTA HILUX REVO 2.4 E,429000.0,2016,TOYOTA,245000
531,531, HONDA CR-V 2.4 EL 4WD,899000.0,2017,HONDA,100000
532,532, HONDA CR-V 1.6 DT EL 4WD,969000.0,2017,HONDA,114000
533,533, HONDA CR-V 1.6 DT EL 4WD,999000.0,2018,HONDA,176000
534,534, SUZUKI SWIFT 1.2 GL,339000.0,2017,SUZUKI,136000
535,535, TOYOTA VIOS 1.5 J,309000.0,2015,TOYOTA,193000
536,536, TOYOTA HILUX VIGO CHAMP,399000.0,2012,TOYOTA,224000
537,537, ISUZU D-MAX 1.9 S,489000.0,2017,ISUZU,102000
538,538, TOYOTA YARIS 1.2 TRD Sportivo,429000.0,2020,TOYOTA,47000
539,539, HONDA CITY 1.5 V i-VTEC,399000.0,2017,HONDA,208000
540,540, TOYOTA ALTIS 1.6 G,459000.0,2017,TOYOTA,137000
541,541, HONDA CIVIC 1.8 EL i-VTEC,599000.0,2017,HONDA,222000
542,542, ISUZU D-MAX 1.9 S,429000.0,2017,ISUZU,217000
543,543, TOYOTA CHR HV Mid,729000.0,2018,TOYOTA,119000
544,544, TOYOTA YARIS 1.2 G,399000.0,2017,TOYOTA,188000
545,545, TOYOTA YARIS 1.2 G,339000.0,2014,TOYOTA,120000
546,546, FORD RANGER 2.2 XL,369000.0,2018,FORD,140000
547,547, ISUZU D-MAX 1.9 B,349000.0,2017,ISUZU,238000
548,548, HONDA JAZZ 1.5 V i-VTEC,339000.0,2012,HONDA,217000
549,549, TOYOTA YARIS 1.2 G,449000.0,2019,TOYOTA,52000
550,550, TOYOTA YARIS 1.2 G,409000.0,2017,TOYOTA,52000
551,551, TOYOTA CAMRY 2.5 Hybrid,849000.0,2017,TOYOTA,175000
552,552, TOYOTA HILUX REVO 2.4 Prerunner E,559000.0,2019,TOYOTA,53000
553,553, HONDA ACCORD 2.0 E i-VTEC,689000.0,2017,HONDA,152000
554,554, TOYOTA YARIS ATIV 1.2 J,369000.0,2019,TOYOTA,54000
555,555, TOYOTA YARIS ATIV 1.2 E,399000.0,2019,TOYOTA,78000
556,556, TOYOTA CAMRY 2.0 G,699000.0,2017,TOYOTA,102000
557,557, HONDA ACCORD 2.0 E i-VTEC,669000.0,2016,HONDA,168000
558,558, TOYOTA HILUX VIGO CHAMP,309000.0,2015,TOYOTA,105000
559,559, TOYOTA INNOVA 2.8 Crysta V,699000.0,2017,TOYOTA,261000
560,560, TOYOTA CAMRY 2.0 G,1029000.0,2018,TOYOTA,77000
561,561, TOYOTA HILUX REVO 2.4 Prerunner E,649000.0,2019,TOYOTA,151000
562,562, HONDA CIVIC 1.8 E i-VTEC,649000.0,2018,HONDA,16000
563,563, HONDA CIVIC 1.8 EL i-VTEC,729000.0,2019,HONDA,122000
564,564, TOYOTA HILUX REVO 2.4 E,469000.0,2017,TOYOTA,22000
565,565, TOYOTA CAMRY 2.0 G Extremo,709000.0,2016,TOYOTA,127000
566,566, TOYOTA YARIS 1.2 J,399000.0,2019,TOYOTA,66000
567,567, TOYOTA YARIS 1.2 J,399000.0,2018,TOYOTA,80000
568,568, TOYOTA VIOS 1.5 G,449000.0,2017,TOYOTA,84000
569,569, MAZDA CX-5 2.2 XDL 4WD,899000.0,2018,MAZDA,166000
570,570, TOYOTA ALTIS 1.8 G,859000.0,2021,TOYOTA,754
571,571, TOYOTA CAMRY 2.0 G,709000.0,2017,TOYOTA,72000
572,572, TOYOTA INNOVA 2.8 Crysta V,719000.0,2017,TOYOTA,203000
573,573, HONDA BR-V 1.5 V+,479000.0,2018,HONDA,158000
574,574, MITSUBISHI ATTRAGE 1.2 GLX,359000.0,2020,MITSUBISHI,39000
575,575, NISSAN ALMERA 1.2 E,209000.0,2013,NISSAN,338000
576,576, CHEVROLET AVEO 1.4 LS,99000.0,2009,CHEVROLET,176000
577,577, TOYOTA FORTUNER 2.8 V 4WD,1069000.0,2017,TOYOTA,86000
578,578, TOYOTA VIOS 1.5 J,379000.0,2017,TOYOTA,68000
579,579, TOYOTA ALTIS 1.6 G,459000.0,2017,TOYOTA,115000
580,580, TOYOTA ALTIS 1.6 G,469000.0,2017,TOYOTA,98000
581,581, TOYOTA HILUX REVO 2.4 Prerunner E,639000.0,2018,TOYOTA,117000
582,582, TOYOTA CAMRY 2.0 G,679000.0,2017,TOYOTA,171000
583,583, ISUZU D-MAX 1.9 S,469000.0,2018,ISUZU,72000
584,584, TOYOTA HILUX REVO 2.4 J,449000.0,2018,TOYOTA,59000
585,585, NISSAN MARCH 1.2 E,339000.0,2019,NISSAN,339000
586,586, TOYOTA CHR Mid,659000.0,2018,TOYOTA,138000
587,587, TOYOTA CHR HV Hi,859000.0,2020,TOYOTA,21000
588,588, MITSUBISHI XPANDER 1.5 GLS-LTD,599000.0,2019,MITSUBISHI,93000
589,589, NISSAN TEANA 2.5 250 XV Sports Series Navi,599000.0,2017,NISSAN,224000
590,590, NISSAN TEANA 2.0 XL,609000.0,2017,NISSAN,67000
591,591, MITSUBISHI XPANDER 1.5 GLS-LTD,589000.0,2018,MITSUBISHI,71000
592,592, HONDA ACCORD 2.0 E,679000.0,2017,HONDA,217000
593,593, TOYOTA CAMRY 2.0 G,659000.0,2017,TOYOTA,171000
594,594, TOYOTA CAMRY 2.0 G,639000.0,2017,TOYOTA,193000
595,595, HONDA CIVIC 1.8 E i-VTEC,699000.0,2019,HONDA,36000
596,596, TOYOTA CAMRY 2.0 G,659000.0,2017,TOYOTA,180000
597,597, MERCEDES BENZ GLA200,990000.0,2015,MERCEDES,46000
598,598, MERCEDES BENZ C300 AMG Dynamic,1998000.0,2020,MERCEDES,42000
599,599, MITSUBISHI MIRAGE 1.2 GLX,199000.0,2012,MITSUBISHI,170000
600,600, TOYOTA ALTIS 1.8 ESPORT,449000.0,2015,TOYOTA,65000
601,601, SUZUKI SWIFT 1.2 GLX,429000.0,2018,SUZUKI,21000
602,602, HONDA CIVIC 1.5 Turbo RS,1059000.0,2021,HONDA,31000
603,603, MAZDA 3 2.0 C Sports,405000.0,2015,MAZDA,184341
604,604, MAZDA CX-5 2.5 S,505000.0,2017,MAZDA,215261
605,605, MERCEDES BENZ GLA250 AMG,1488000.0,2018,MERCEDES,74000
606,606, MG GS 2.0 D,365000.0,2017,MG,86893
607,607, MG T,495000.0,2021,MG,25492
608,608, MITSUBISHI PAJERO SPORT 2.5 GT 4WD,515000.0,2011,MITSUBISHI,133280
609,609, MITSUBISHI TRITON 2.5 GLX,435000.0,2020,MITSUBISHI,27338
610,610, MITSUBISHI TRITON 2.5 GLX,455000.0,2021,MITSUBISHI,21965
611,611, MITSUBISHI TRITON 2.5 GLX,485000.0,2022,MITSUBISHI,7928
612,612, MITSUBISHI TRITON,565000.0,2022,MITSUBISHI,8515
613,613, MG 5 1.5 X,259000.0,2016,MG,108000
614,614, MITSUBISHI PAJERO SPORT 2.5 GT,359000.0,2009,MITSUBISHI,235000
615,615, TOYOTA ALTIS 1.8 TRD Sportivo,289000.0,2011,TOYOTA,83000
616,616, MITSUBISHI STRADA Grandis,149000.0,2001,MITSUBISHI,0
617,617, NISSAN MARCH 1.2 E,245000.0,2018,NISSAN,21225
618,618, NISSAN NOTE 1.2 VL,365000.0,2019,NISSAN,35302
619,619, NISSAN NP 300 NAVARA 2.5 Caliber EL,455000.0,2014,NISSAN,80844
620,620, NISSAN NAVARA,475000.0,2019,NISSAN,31283
621,621, TOYOTA VIOS,299000.0,2017,TOYOTA,110000
622,622, VOLKSWAGEN BEETLE 1.2 1200,1138000.0,2012,VOLKSWAGEN,99000
623,623, MERCEDES BENZ C43 AMG,2748000.0,2018,MERCEDES,48000
624,624, FORD FOCUS 1.6 Ambiente,98000.0,2008,FORD,180000
625,625, TOYOTA YARIS 1.2 E,365000.0,2017,TOYOTA,109000
626,626, MERCEDES BENZ CLA180 Urban,959000.0,2015,MERCEDES,60000
627,627, HONDA CIVIC 1.8 E i-VTEC,238000.0,2008,HONDA,0
628,628, MITSUBISHI SPACE WAGON 2.4 GLS,238000.0,2007,MITSUBISHI,0
629,629, TOYOTA YARIS 1.2 G,339000.0,2015,TOYOTA,77000
630,630, TOYOTA CAMRY 2.0 G,659000.0,2017,TOYOTA,173362
631,631, NISSAN SYLPHY 1.6 E,369000.0,2018,NISSAN,209906
632,632, TOYOTA ALTIS 1.8 E,229000.0,2010,TOYOTA,175212
633,633, TOYOTA VIOS 1.5 E,399000.0,2017,TOYOTA,189001
634,634, TOYOTA VIOS 1.5 E,399000.0,2017,TOYOTA,107751
635,635, TOYOTA VIOS 1.5 E,399000.0,2017,TOYOTA,108617
636,636, TOYOTA VIOS 1.5 E,399000.0,2017,TOYOTA,162664
637,637, TOYOTA VIOS 1.5 E,399000.0,2017,TOYOTA,168120
638,638, TOYOTA VIOS 1.5 E,399000.0,2017,TOYOTA,180362
639,639, TOYOTA VIOS 1.5 E,389000.0,2017,TOYOTA,195270
640,640, TOYOTA VIOS 1.5 E,389000.0,2017,TOYOTA,111613
641,641, TOYOTA CAMRY 2.5 Hybrid,499000.0,2013,TOYOTA,245464
642,642, TOYOTA VIOS 1.5 E,389000.0,2017,TOYOTA,184650
643,643, TOYOTA VIOS 1.5 E,399000.0,2017,TOYOTA,149746
644,644, TOYOTA VIOS 1.5 E,399000.0,2017,TOYOTA,135855
645,645, TOYOTA VIOS 1.5 E,399000.0,2017,TOYOTA,167014
646,646, TOYOTA VIOS 1.5 E,429000.0,2019,TOYOTA,132102
647,647, TOYOTA VIOS 1.5 E,239000.0,2011,TOYOTA,219806
648,648, TOYOTA VIOS 1.5 E,429000.0,2018,TOYOTA,56884
649,649, HONDA FREED 1.5 SE,429000.0,2011,HONDA,199894
650,650, TOYOTA CAMRY 2.0 G,609000.0,2016,TOYOTA,111596
651,651, TOYOTA COMMUTER 3.0,799000.0,2019,TOYOTA,162569
652,652, TOYOTA ALTIS 1.8 V,859000.0,2021,TOYOTA,754
653,653, TOYOTA ALTIS 1.6 G,459000.0,2017,TOYOTA,132297
654,654, TOYOTA INNOVA 2.8 Crysta V,689000.0,2017,TOYOTA,261233
655,655, TOYOTA VIOS 1.5 E,409000.0,2017,TOYOTA,44621
656,656, NISSAN ALMERA 1.2 E,199000.0,2013,NISSAN,338810
657,657, CHEVROLET CRUZE 1.8 LS,189000.0,2012,CHEVROLET,167060
658,658, TOYOTA PRIUS 1.8 Hybrid,309000.0,2012,TOYOTA,89436
659,659, TOYOTA CHR HV Mid,719000.0,2019,TOYOTA,119253
660,660, TOYOTA CHR Hybrid,739000.0,2018,TOYOTA,91959
661,661, TOYOTA CHR HV Hi,759000.0,2018,TOYOTA,56960
662,662, TOYOTA CHR HV Hi,859000.0,2020,TOYOTA,21723
663,663, HONDA HR-V 1.8 E,579000.0,2016,HONDA,103377
664,664, HONDA CITY 1.5 V,399000.0,2017,HONDA,208387
665,665, TOYOTA CAMRY 2.4 Hybrid,399000.0,2011,TOYOTA,151418
666,666, TOYOTA VIOS 1.5 J,379000.0,2017,TOYOTA,84940
667,667, TOYOTA VIOS 1.5 J,339000.0,2017,TOYOTA,165985
668,668, HONDA JAZZ 1.5 S,499000.0,2020,HONDA,22401
669,669, TOYOTA YARIS 1.5 J,289000.0,2012,TOYOTA,125166
670,670, TOYOTA YARIS 1.2 G,339000.0,2014,TOYOTA,120621
671,671, ISUZU D-MAX 3.0 Hi-Lander,649000.0,2019,ISUZU,109323
672,672, MITSUBISHI XPANDER 1.5 GLS-LTD,599000.0,2019,MITSUBISHI,80969
673,673, MITSUBISHI XPANDER 1.5 GLS-LTD,569000.0,2019,MITSUBISHI,136344
674,674, ISUZU D-MAX 1.9 S,459000.0,2018,ISUZU,92666
675,675, MITSUBISHI TRITON 2.4 GT Plus,849000.0,2021,MITSUBISHI,12854
676,676, MITSUBISHI TRITON 2.5 GLX,559000.0,2021,MITSUBISHI,10086
677,677, ISUZU D-MAX 3.0 Hi-Lander,649000.0,2019,ISUZU,110141
678,678, ISUZU D-MAX 1.9 S,449000.0,2018,ISUZU,104053
679,679, ISUZU D-MAX 1.9 S,449000.0,2018,ISUZU,104053
680,680, ISUZU D-MAX 1.9 S,439000.0,2018,ISUZU,157196
681,681, MITSUBISHI XPANDER 1.5 GLS-LTD,599000.0,2019,MITSUBISHI,82794
682,682, MITSUBISHI XPANDER 1.5 GLS-LTD,599000.0,2019,MITSUBISHI,93335
683,683, MITSUBISHI XPANDER 1.5 GLS-LTD,589000.0,2019,MITSUBISHI,120077
684,684, BMW 118I M Sport,899000.0,2017,BMW,150000
685,685, MITSUBISHI TRITON 2.4 GL 4WD,919000.0,2021,MITSUBISHI,7310
686,686, MITSUBISHI TRITON 2.5 GLX,569000.0,2021,MITSUBISHI,6702
