Unnamed: 0,index,name,price,year,brand,km_drive
4050,4050, FORD RANGER 2.2 Hi-Rider XLT,509000.0,2018,FORD,0
4051,4051, FORD RANGER 2.2 XLS TDCi,349000.0,2014,FORD,0
4052,4052, FORD RANGER 2.2 Hi-Rider WildTrak,509000.0,2015,FORD,0
4053,4053, FORD RANGER 2.2 Hi-Rider XLT,469000.0,2015,FORD,0
4054,4054, CHEVROLET COLORADO 2.8 LTZ Z71,399000.0,2014,CHEVROLET,0
4055,4055, FORD RANGER 2.2 Standard XL,389000.0,2018,FORD,0
4056,4056, MERCEDES BENZ C220,1799000.0,2021,MERCEDES,24000
4057,4057, MERCEDES BENZ E300,2790000.0,2017,MERCEDES,91000
4058,4058, MERCEDES BENZ A200,1590000.0,2022,MERCEDES,12000
4059,4059, NISSAN NOTE 1.2 V,349000.0,2018,NISSAN,74000
4060,4060, MITSUBISHI MIRAGE,319000.0,2018,MITSUBISHI,60000
4061,4061, HONDA CIVIC 1.8 E Modulo,359000.0,2011,HONDA,140000
4062,4062, HONDA ACCORD 2.0 EL,569000.0,2014,HONDA,130000
4063,4063, MERCEDES BENZ C350 E,1490000.0,2018,MERCEDES,82000
4064,4064, TOYOTA VIOS 1.5 E,160000.0,2008,TOYOTA,200000
4065,4065, TOYOTA FORTUNER 2.4 V,1040000.0,2018,TOYOTA,44966
4066,4066, MG 3 1.5 X,199000.0,2017,MG,30000
4067,4067, TOYOTA CAMRY 2.4 V,259000.0,2009,TOYOTA,170000
4068,4068, MG 3 1.5 V,299000.0,2019,MG,74000
4069,4069, TOYOTA CAMRY 2.0 G,239000.0,2007,TOYOTA,150000
4070,4070, MG ZS 1.5 X,439000.0,2019,MG,75000
4071,4071, MITSUBISHI LANCER EX 1.8 GLS,219000.0,2011,MITSUBISHI,150000
4072,4072, HONDA CITY 1.5 SV i-VTEC,239000.0,2010,HONDA,140000
4073,4073, CHEVROLET OPTRA 1.8 LT,89000.0,2005,CHEVROLET,130000
4074,4074, ISUZU D-MAX 2.5 SLX Ddi i-TEQ,259000.0,2008,ISUZU,140000
4075,4075, TOYOTA HILUX REVO 2.4 E Prerunner,529000.0,2019,TOYOTA,40000
4076,4076, MG ZS 1.5 X,549000.0,2020,MG,49000
4077,4077, CHEVROLET TRAILBLAZER 2.8 LTZ 4WD,459000.0,2013,CHEVROLET,85000
4078,4078, CHEVROLET CRUZE 1.8 LS,179000.0,2013,CHEVROLET,81000
4079,4079, ISUZU D-MAX 1.9 Hi-Lander L,529000.0,2019,ISUZU,120000
4080,4080, TOYOTA HILUX REVO 2.4 E,629000.0,2019,TOYOTA,60000
4081,4081, HONDA ACCORD EL,1089000.0,2020,HONDA,70000
4082,4082, FORD MUSTANG 2.3 EcoBoost,3099000.0,2021,FORD,26000
4083,4083, MERCEDES BENZ E350 2.0 e Avantgarde,1598000.0,2017,MERCEDES,85407
4084,4084, MERCEDES BENZ C220 Sport,2398000.0,2021,MERCEDES,18619
4085,4085, TOYOTA YARIS 1.2 E,409000.0,2018,TOYOTA,140000
4086,4086, TOYOTA HILUX VIGO 3.0 G,279000.0,2006,TOYOTA,270000
4087,4087, TOYOTA HILUX VIGO 2.5 E Prerunner,429000.0,2014,TOYOTA,180000
4088,4088, MITSUBISHI PAJERO SPORT 2.5 GT,439000.0,2012,MITSUBISHI,206292
4089,4089, SUZUKI CIAZ 1.2 GL,299000.0,2019,SUZUKI,34000
4090,4090, SUZUKI CIAZ 1.2 GL,329000.0,2020,SUZUKI,54000
4091,4091, TOYOTA HILUX REVO,769000.0,2022,TOYOTA,3300
4092,4092, TOYOTA YARIS ATIV 1.2 S+,439000.0,2020,TOYOTA,20000
4093,4093, TOYOTA YARIS ATIV 1.2 E,389000.0,2020,TOYOTA,91000
4094,4094, NISSAN MARCH 1.2 S,239000.0,2017,NISSAN,95000
4095,4095, TOYOTA ALPHARD 2.5 S C-Package,2697000.0,2017,TOYOTA,50000
4096,4096, BMW 520D Sport,2297000.0,2020,BMW,40000
4097,4097, BMW 330E Plugin Hybrid,2150000.0,2020,BMW,2150000
4098,4098, BMW X1 xDrive 20d,1650000.0,2020,BMW,74000
4099,4099, MERCEDES BENZ C300 AMG Dynamic,1350000.0,2015,MERCEDES,99000
4100,4100, MERCEDES BENZ GLE500 E 4MATIC,2410000.0,2017,MERCEDES,30853
4101,4101, MERCEDES BENZ C250 AMG Dynamic,2350000.0,2017,MERCEDES,20000
4102,4102, FORD RANGER 2.2 XLT,299000.0,2014,FORD,130000
4103,4103, TOYOTA VIOS 1.5 G,389000.0,2016,TOYOTA,110000
4104,4104, HONDA CIVIC 1.8 E i-VTEC,259000.0,2006,HONDA,202000
4105,4105, TOYOTA VIOS 1.5 E,249000.0,2012,TOYOTA,0
4106,4106, HONDA CR-V,339000.0,2010,HONDA,0
4107,4107, SUZUKI SWIFT 1.2 GLX,279000.0,2012,SUZUKI,0
4108,4108, MAZDA 3 S Plus,299000.0,2014,MAZDA,0
4109,4109, NISSAN FRONTIER NAVARA 2.5 SE,319000.0,2014,NISSAN,0
4110,4110, HONDA CR-V 2.0 E 4WD,358000.0,2011,HONDA,0
4111,4111, ISUZU DRAGON EYE,168000.0,1999,ISUZU,0
4112,4112, ISUZU D-MAX 2.5 EX Ddi i-TEQ,198000.0,2007,ISUZU,0
4113,4113, MITSUBISHI PAJERO SPORT,768000.0,2016,MITSUBISHI,160000
4114,4114, PORSCHE PANAMERA 2.9 4 E-Hybrid 4WD,7590000.0,2019,PORSCHE,33000
4115,4115, MINI COOPER 2.0 Countryman SD ALL4 4WD,998000.0,2015,MINI,80000
4116,4116, MERCEDES BENZ E200,1598000.0,2014,MERCEDES,86000
4117,4117, MERCEDES BENZ E350 2.0 e AMG Dynamic,2290000.0,2020,MERCEDES,46000
4118,4118, MERCEDES BENZ E350 2.0 e Exclusive,1890000.0,2018,MERCEDES,30000
4119,4119, PORSCHE CAYMAN 2.7 PDK,4290000.0,2015,PORSCHE,43000
4120,4120, AUDI A4 2.0 TFSI S line,1390000.0,2017,AUDI,43000
4121,4121, BMW 330E Plugin Hybrid,2290000.0,2022,BMW,20000
4122,4122, MERCEDES BENZ GLA250 AMG,1299000.0,2016,MERCEDES,43362
4123,4123, BMW X1 sDrive20d,1890000.0,2022,BMW,4000
4124,4124, MAZDA 2 1.3 High Connect,439000.0,2019,MAZDA,21138
4125,4125, MITSUBISHI TRITON 2.4 GLS Plus,459000.0,2016,MITSUBISHI,125195
4126,4126, MERCEDES BENZ E250 AMG Dynamic,1790000.0,2017,MERCEDES,61570
4127,4127, MERCEDES BENZ C250 AMG Dynamic,2290000.0,2018,MERCEDES,27686
4128,4128, TOYOTA ALPHARD 2.5 S C-Package,2540000.0,2015,TOYOTA,98900
4129,4129, MITSUBISHI SPACE WAGON 2.4 GT,218000.0,2007,MITSUBISHI,0
4130,4130, MITSUBISHI TRITON DOUBLE CAB PLUS,278000.0,2013,MITSUBISHI,100000
4131,4131, BMW X3 xDrive20d,1709000.0,2017,BMW,89500
4132,4132, BMW X1 sDrive18i,789000.0,2016,BMW,48894
4133,4133, TOYOTA CAMRY,278000.0,2007,TOYOTA,0
4134,4134, ISUZU DRAGON EYE,168000.0,1996,ISUZU,0
4135,4135, ISUZU GRAND ADVENTURE,178000.0,2004,ISUZU,0
4136,4136, TOYOTA VIOS,278000.0,2014,TOYOTA,0
4137,4137, TOYOTA HILUX MIGHTY-X,88000.0,1996,TOYOTA,0
4138,4138, TOYOTA ALPHARD 2.5 S C-Package,3697000.0,2021,TOYOTA,20000
4139,4139, TOYOTA ALPHARD 2.5 S C-Package,3597000.0,2020,TOYOTA,40000
4140,4140, TOYOTA ALPHARD 3.0 G V6,478000.0,2005,TOYOTA,181000
4141,4141, PORSCHE CAYMAN 2.7 PDK,2690000.0,2009,PORSCHE,40563
4142,4142, MERCEDES BENZ C350 E,1290000.0,2016,MERCEDES,90000
4143,4143, MERCEDES BENZ C250 AMG Dynamic,2189000.0,2018,MERCEDES,80000
4144,4144, MERCEDES BENZ C250 AMG Dynamic,2170000.0,2016,MERCEDES,68000
4145,4145, TOYOTA 86,1499000.0,2013,TOYOTA,60000
4146,4146, HONDA CITY 1.5 V i-VTEC,149000.0,2008,HONDA,273000
4147,4147, MG 3 1.5 XROSS X,269000.0,2016,MG,112000
4148,4148, SUZUKI SWIFT 1.2 GL,239000.0,2013,SUZUKI,129000
4149,4149, NISSAN ALMERA 1.2 E,189000.0,2013,NISSAN,49000
4150,4150, ISUZU D-MAX 2.5 Vcross L 4WD,519000.0,2014,ISUZU,217000
4151,4151, MAZDA FIGHTER,138000.0,2005,MAZDA,0
4152,4152, HONDA CIVIC 1.7 VTi,99000.0,2002,HONDA,260000
4153,4153, TOYOTA YARIS ATIV 1.2 E,450000.0,2018,TOYOTA,15000
4154,4154, ISUZU D-MAX LS,229000.0,2003,ISUZU,250000
4155,4155, MITSUBISHI MIRAGE 1.2 GLS,189000.0,2012,MITSUBISHI,130000
4156,4156, TOYOTA HILUX TIGER D4D,168000.0,2004,TOYOTA,0
4157,4157, TOYOTA HILUX VIGO Single J,198000.0,2005,TOYOTA,0
4158,4158, TOYOTA HILUX VIGO,248000.0,2013,TOYOTA,0
4159,4159, TOYOTA INNOVA 2.0 G,298000.0,2011,TOYOTA,0
4160,4160, TOYOTA HILUX VIGO CHAMP,238000.0,2014,TOYOTA,220000
4161,4161, SUZUKI CARRY 1.6,138000.0,2012,SUZUKI,0
4162,4162, ISUZU D-MAX,228000.0,2008,ISUZU,0
4163,4163, TOYOTA HILUX VIGO,228000.0,2009,TOYOTA,0
4164,4164, SUZUKI CARRY 1.6,135000.0,2008,SUZUKI,0
4165,4165, MERCEDES BENZ C350 E,1599000.0,2018,MERCEDES,40000
4166,4166, MERCEDES BENZ S300 BlueTEC HYBRID,2290000.0,2016,MERCEDES,60000
4167,4167, MERCEDES BENZ S500 E,2850000.0,2016,MERCEDES,50000
4168,4168, FORD MUSTANG 2.3 EcoBoost,2598000.0,2016,FORD,28000
4169,4169, TOYOTA ALPHARD 2.5 S C-Package,3390000.0,2020,TOYOTA,20000
4170,4170, BMW 320D LUXURY,958000.0,2015,BMW,124000
4171,4171, KIA K2900 2.9,198000.0,2008,KIA,0
4172,4172, MINI COOPER 2.0 D Countryman,835000.0,2014,MINI,0
4173,4173, CHEVROLET TRAILBLAZER 2.8 LTZ 4WD,495000.0,2014,CHEVROLET,112272
4174,4174, CHEVROLET CAPTIVA 2.4 LSX,485000.0,2017,CHEVROLET,71809
4175,4175, FORD RANGER 2.2 WildTrak,615000.0,2018,FORD,112615
4176,4176, FORD FIESTA 1.5 Sport,205000.0,2013,FORD,96290
4177,4177, MG ZS 1.5 D,535000.0,2021,MG,10349
4178,4178, MG T,465000.0,2021,MG,15341
4179,4179, MG 3 1.5 D,205000.0,2016,MG,121340
4180,4180, MG ZS 1.5 X,475000.0,2020,MG,16168
4181,4181, FORD MUSTANG 2.3 EcoBoost,2597000.0,2017,FORD,60000
4182,4182, TOYOTA ALPHARD 2.5 HYBRID X E-Four 4WD,2597000.0,2018,TOYOTA,60000
4183,4183, TOYOTA CORONA 2.0 GLi,68000.0,1993,TOYOTA,0
4184,4184, TOYOTA HILUX REVO 2.4 G Prerunner,499000.0,2018,TOYOTA,120000
4185,4185, NISSAN JUKE 1.6 V,299000.0,2014,NISSAN,220000
4186,4186, HONDA ACCORD 2.0 EL NAVI,498000.0,2013,HONDA,0
4187,4187, HONDA JAZZ 1.5 S i-VTEC,278000.0,2010,HONDA,0
4188,4188, BMW 220I M Sport,1850000.0,2021,BMW,22000
4189,4189, BMW X1 sDrive20d,858000.0,2014,BMW,92217
4190,4190, TOYOTA HIACE 3.0 GL,198000.0,2004,TOYOTA,0
4191,4191, KIA K2500 2.5,218000.0,2013,KIA,0
4192,4192, ISUZU DRAGON EYE,168000.0,1999,ISUZU,0
4193,4193, MITSUBISHI SPACE WAGON 2.4 GT,278000.0,2008,MITSUBISHI,0
4194,4194, MERCEDES BENZ E250 AMG Dynamic,1390000.0,2012,MERCEDES,52837
4195,4195, ISUZU D-MAX 3.0 SLX,198000.0,2003,ISUZU,0
4196,4196, SUZUKI CARRY 1.6,159000.0,2012,SUZUKI,115717
4197,4197, TOYOTA HILUX VIGO CHAMP,399000.0,2014,TOYOTA,95000
4198,4198, MG ZS 1.5 X,549000.0,2021,MG,8200
4199,4199, BMW X1 sDrive20d,1890000.0,2022,BMW,4304
4200,4200, BMW 330E Plugin Hybrid,2170000.0,2020,BMW,54295
4201,4201, MERCEDES BENZ C250 AMG Dynamic,2170000.0,2018,MERCEDES,60000
4202,4202, BMW X1 sDrive18i,698000.0,2014,BMW,84062
4203,4203, ISUZU MU-X 1.9,768000.0,2016,ISUZU,0
4204,4204, MITSUBISHI ATTRAGE 1.2 GLS LTD,208000.0,2013,MITSUBISHI,0
4205,4205, FORD MUSTANG 2.3 EcoBoost,2597000.0,2017,FORD,60000
4206,4206, MERCEDES BENZ S350 CDI BlueTEC,1410000.0,2011,MERCEDES,34000
4207,4207, MERCEDES BENZ C220,1850000.0,2019,MERCEDES,9000
4208,4208, BMW 530I,2250000.0,2020,BMW,65000
4209,4209, MERCEDES BENZ CLA200 Urban,1098000.0,2016,MERCEDES,52751
4210,4210, TOYOTA ALPHARD 2.5 S C-Package,2810000.0,2018,TOYOTA,35652
4211,4211, AUDI TTS 2.0 TFSI Quattro 4WD,1350000.0,2012,AUDI,50000
4212,4212, AUDI TTS 2.0 TFSI Quattro 4WD,1290000.0,2011,AUDI,90000
4213,4213, AUDI TTS 2.0 TFSI Quattro 4WD,1390000.0,2012,AUDI,67257
4214,4214, MITSUBISHI TRITON 2.5 GLS Plus,379000.0,2014,MITSUBISHI,142755
4215,4215, MINI COOPER R50,476000.0,2011,MINI,40000
4216,4216, MERCEDES BENZ E250 CGI Avantgarde,899000.0,2011,MERCEDES,63890
4217,4217, HONDA ACCORD 2.0 EL i-VTEC,378000.0,2011,HONDA,0
4218,4218, TOYOTA CAMRY 2.4 V,288000.0,2007,TOYOTA,0
4219,4219, MITSUBISHI TRITON 2.4 GLS-Limited Plus,499000.0,2016,MITSUBISHI,127272
4220,4220, FORD MUSTANG 2.3 EcoBoost,2790000.0,2018,FORD,22048
4221,4221, MERCEDES BENZ GLA250 AMG,1590000.0,2018,MERCEDES,28000
4222,4222, MERCEDES BENZ CLA250 AMG Dynamic,1190000.0,2015,MERCEDES,75000
4223,4223, MERCEDES BENZ CLA250 AMG Dynamic,1550000.0,2018,MERCEDES,35000
4224,4224, MERCEDES BENZ CLA250 AMG Dynamic,1590000.0,2018,MERCEDES,46000
4225,4225, MAZDA 3 2.0 S Sports,459000.0,2017,MAZDA,145000
4226,4226, HONDA CIVIC 1.8 S i-VTEC,358000.0,2012,HONDA,0
4227,4227, TOYOTA CAMRY 2.4 V,298000.0,2008,TOYOTA,0
4228,4228, HONDA ACCORD 2.4 EL i-VTEC,199000.0,2015,HONDA,95000
4229,4229, TOYOTA ALPHARD 2.5 S C-Package,3590000.0,2021,TOYOTA,18000
4230,4230, BMW 740LI,2459000.0,2016,BMW,74291
4231,4231, BMW 320D Sport,679000.0,2012,BMW,100000
4232,4232, BMW 525D M Sport,1090000.0,2014,BMW,114000
4233,4233, BMW 520D Sport,2390000.0,2020,BMW,40507
4234,4234, MITSUBISHI SPACE WAGON GLS,258000.0,2008,MITSUBISHI,100000
4235,4235, NISSAN KICKS,600000.0,2021,NISSAN,0
4236,4236, ISUZU MU-X 1.9 The ICONIC,949000.0,2018,ISUZU,109379
4237,4237, BMW X1 sDrive18i,699000.0,2014,BMW,50000
4238,4238, MERCEDES BENZ S500 E,3150000.0,2015,MERCEDES,24641
4239,4239, TOYOTA ALPHARD 2.5 S C-Package,3459000.0,2020,TOYOTA,23000
4240,4240, MERCEDES BENZ C350 PLUG-IN HYBRID,1390000.0,2018,MERCEDES,35269
4241,4241, MITSUBISHI PAJERO SPORT 2.5 GT,398000.0,2010,MITSUBISHI,0
4242,4242, TOYOTA CAMRY 2.4 V,278000.0,2007,TOYOTA,270000
4243,4243, TOYOTA HILUX REVO 2.8 J Plus,438000.0,2019,TOYOTA,0
4244,4244, MERCEDES BENZ CLA250 AMG Dynamic,1619000.0,2020,MERCEDES,28902
4245,4245, TOYOTA HILUX VIGO 2.5 E,289000.0,2010,TOYOTA,122000
4246,4246, FORD FOCUS 1.8 Finesse,119000.0,2009,FORD,180000
4247,4247, HONDA CR-V 2.0 EXi 4WD,149000.0,2000,HONDA,186000
4248,4248, FORD FOCUS 1.6 Trend,249000.0,2014,FORD,160000
4249,4249, MERCEDES BENZ GLA 200 Urban,978000.0,2015,MERCEDES,83430
4250,4250, MINI COOPER 1.6 S,649000.0,2009,MINI,80000
4251,4251, TOYOTA ALTIS 1.6 E CNG,379000.0,2014,TOYOTA,110000
4252,4252, BMW 330I,2499000.0,2022,BMW,1000
4253,4253, FORD FOCUS 2.0 Titanium+,279000.0,2012,FORD,177000
4254,4254, ISUZU D-MAX 1.9 Hi-Lander Z,589000.0,2017,ISUZU,211000
4255,4255, TOYOTA HILUX VIGO CHAMP,269000.0,2014,TOYOTA,82000
4256,4256, MERCEDES BENZ SLK200 AMG Sports,1490000.0,2012,MERCEDES,70000
4257,4257, MERCEDES BENZ GLC250 D 4MATIC,2750000.0,2020,MERCEDES,35464
4258,4258, MERCEDES BENZ E350 AMG,2170000.0,2018,MERCEDES,25185
4259,4259, FORD FOCUS 2.0 Titanium+,279000.0,2012,FORD,170000
4260,4260, TOYOTA CAMRY 2.4 V,148000.0,2002,TOYOTA,0
4261,4261, MERCEDES BENZ E350 AMG,2199000.0,2018,MERCEDES,26755
4262,4262, MERCEDES BENZ CLA200 Urban,1290000.0,2019,MERCEDES,30498
4263,4263, LAND ROVER RANGE ROVER 2.2 Evoque SD4 4WD,1590000.0,2014,LAND,80000
4264,4264, MERCEDES BENZ CLA250 AMG Dynamic,1590000.0,2018,MERCEDES,60926
4265,4265, MERCEDES BENZ CLA250 AMG Dynamic,1720000.0,2018,MERCEDES,7583
4266,4266, TOYOTA INNOVA 2.0 V,398000.0,2014,TOYOTA,0
4267,4267, TOYOTA INNOVA 2.0 G,388000.0,2015,TOYOTA,0
4268,4268, FORD MUSTANG 2.3 EcoBoost,2790000.0,2017,FORD,46201
4269,4269, MERCEDES BENZ CLA250 AMG Dynamic,1250000.0,2017,MERCEDES,62000
4270,4270, TOYOTA ALPHARD 2.5 S C-Package,2490000.0,2015,TOYOTA,60000
4271,4271, TOYOTA ALPHARD 2.5 S C-Package,3750000.0,2020,TOYOTA,18000
4272,4272, TOYOTA ALPHARD 2.5 S C-Package,3690000.0,2021,TOYOTA,22000
4273,4273, ISUZU D-MAX 1.9 Z,599000.0,2019,ISUZU,23995
4274,4274, HONDA JAZZ 1.5 S,259000.0,2008,HONDA,145595
4275,4275, TOYOTA HILUX VIGO 2.5 E,349000.0,2013,TOYOTA,163528
4276,4276, NISSAN NP 300 NAVARA 2.5 Calibre E Black Edition,479000.0,2019,NISSAN,26372
4277,4277, NISSAN NP 300 NAVARA 2.5 Calibre E Black Edition,514000.0,2019,NISSAN,55529
4278,4278, MERCEDES BENZ E200 CGI,1180000.0,2012,MERCEDES,27819
4279,4279, PORSCHE PANAMERA 3.6 V6,3290000.0,2011,PORSCHE,89000
4280,4280, PORSCHE CAYENNE,5890000.0,2019,PORSCHE,63781
4281,4281, PORSCHE CAYENNE,5890000.0,2018,PORSCHE,32000
4282,4282, PORSCHE CAYENNE 3.0 S E-Hybrid 4WD,3690000.0,2016,PORSCHE,73000
4283,4283, NISSAN TEANA 200 XL,269000.0,2009,NISSAN,115000
4284,4284, ISUZU D-MAX 2.5 Hi-Lander L,299000.0,2015,ISUZU,150000
4285,4285, ISUZU D-MAX 1.9 L,399000.0,2017,ISUZU,174000
4286,4286, MAZDA BT-50 PRO 2.2 Hi-Racer,319000.0,2012,MAZDA,165000
4287,4287, FORD FIESTA,169000.0,2011,FORD,181000
4288,4288, MAZDA BT-50 PRO 2.2 Hi-Racer,299000.0,2013,MAZDA,130000
4289,4289, NISSAN SYLPHY 1.6 E,279000.0,2013,NISSAN,144000
4290,4290, MAZDA BT-50 PRO 2.2 Hi-Racer,379000.0,2012,MAZDA,170000
4291,4291, TOYOTA ALTIS 1.6 G,179000.0,2008,TOYOTA,130000
4292,4292, HONDA CITY 1.5 S i-VTEC,249000.0,2010,HONDA,130000
4293,4293, MERCEDES BENZ C350 E,1190000.0,2016,MERCEDES,50000
4294,4294, MERCEDES BENZ E300 BlueTEC HYBRID,1220000.0,2015,MERCEDES,110000
4295,4295, VOLKSWAGEN CARAVELLE 2.0 TDi,729000.0,2011,VOLKSWAGEN,160000
4296,4296, MINI COOPER 1.5 Countryman,1320000.0,2017,MINI,91000
4297,4297, SUBARU FORESTER,699000.0,2017,SUBARU,99500
4298,4298, MERCEDES BENZ CLS250 CDI AMG,1355000.0,2012,MERCEDES,0
4299,4299, MINI COOPER Clubman,1590000.0,2016,MINI,63000
4300,4300, FORD RANGER 2.2 WildTrak,529000.0,2015,FORD,78000
4301,4301, NISSAN TEANA 2.0 XL,499000.0,2016,NISSAN,130000
4302,4302, ISUZU D-MAX 2.5 Hi-Lander Z-Prestige,449000.0,2014,ISUZU,241000
4303,4303, TOYOTA HILUX REVO 2.4 G,439000.0,2016,TOYOTA,129000
4304,4304, MITSUBISHI PAJERO SPORT 2.5 GT,429000.0,2011,MITSUBISHI,289000
4305,4305, TOYOTA YARIS 1.2 E,319000.0,2015,TOYOTA,125000
4306,4306, TOYOTA HILUX VIGO CHAMP,329000.0,2013,TOYOTA,220000
4307,4307, HONDA HR-V 1.8 EL,680000.0,2017,HONDA,46231
4308,4308, TOYOTA CAMRY 2.4 V,288000.0,2009,TOYOTA,0
4309,4309, MERCEDES BENZ E250 CDI AMG,1380000.0,2013,MERCEDES,74387
4310,4310, MERCEDES BENZ E300 Avantgarde,1099000.0,2011,MERCEDES,80000
4311,4311, MERCEDES BENZ C43 AMG,2829000.0,2018,MERCEDES,53319
4312,4312, MERCEDES BENZ E250 CGI AMG Avantgarde,889000.0,2011,MERCEDES,127000
4313,4313, TOYOTA HILUX REVO 2.4 Prerunner E Plus,609000.0,2019,TOYOTA,27531
4314,4314, FORD ECOSPORT 1.5 Titanium,329000.0,2015,FORD,144000
4315,4315, TOYOTA YARIS 1.5 E Limited,269000.0,2011,TOYOTA,174000
4316,4316, TOYOTA VIOS 1.5 Exclusive,439000.0,2017,TOYOTA,67000
4317,4317, TOYOTA CAMRY 2.5 Hybrid,519000.0,2012,TOYOTA,170000
4318,4318, HONDA CITY 1.5 V CNG,309000.0,2012,HONDA,150000
4319,4319, MAZDA 3 2.0 Maxx Sports,349000.0,2013,MAZDA,160000
4320,4320, TOYOTA ALPHARD 2.5 Hybrid E-Four 4WD,2399000.0,2018,TOYOTA,30000
4321,4321, TOYOTA ALPHARD 2.5 S C-Package,3199000.0,2018,TOYOTA,31162
4322,4322, MERCEDES BENZ E200,1300000.0,2013,MERCEDES,60000
4323,4323, BMW 730LI F02,900000.0,2011,BMW,112426
4324,4324, BMW 740LI,1070000.0,2009,BMW,78610
4325,4325, MERCEDES BENZ C300 AMG Dynamic,1350000.0,2016,MERCEDES,48000
4326,4326, TOYOTA FORTUNER 2.7 V,549000.0,2012,TOYOTA,136036
4327,4327, TOYOTA COROLLA 1.6,239000.0,2011,TOYOTA,165000
4328,4328, TOYOTA HIACE,2290000.0,2020,TOYOTA,27000
4329,4329, TOYOTA FORTUNER 3.0 V,699000.0,2012,TOYOTA,125800
4330,4330, TOYOTA FORTUNER 2.8 V 4WD,1100000.0,2018,TOYOTA,126744
4331,4331, TOYOTA FORTUNER 2.4 V,899000.0,2017,TOYOTA,175000
4332,4332, TOYOTA FORTUNER 3.0 V,659000.0,2012,TOYOTA,250000
4333,4333, TOYOTA FORTUNER 2.4 V,959000.0,2017,TOYOTA,117000
4334,4334, TOYOTA FORTUNER 2.4 V 4WD,999000.0,2018,TOYOTA,69700
4335,4335, TOYOTA FORTUNER 3.0 V,659000.0,2013,TOYOTA,198000
4336,4336, TOYOTA FORTUNER 2.8 TRD Sportivo,1150000.0,2018,TOYOTA,172000
4337,4337, TOYOTA FORTUNER 3.0 V,659000.0,2012,TOYOTA,149000
4338,4338, TOYOTA FORTUNER 3.0 V,659000.0,2012,TOYOTA,225000
4339,4339, MERCEDES BENZ GLC250 D 4MATIC,1849000.0,2016,MERCEDES,127584
4340,4340, TOYOTA HIACE,2100000.0,2020,TOYOTA,26737
4341,4341, TOYOTA FORTUNER 3.0 V,639000.0,2011,TOYOTA,185000
4342,4342, TOYOTA HIACE,2259000.0,2021,TOYOTA,9850
4343,4343, TOYOTA COROLLA 1.6,239000.0,2011,TOYOTA,238000
4344,4344, MITSUBISHI PAJERO SPORT 2.5 GT,429000.0,2011,MITSUBISHI,280000
4345,4345, TOYOTA VIOS 1.5 E,299000.0,2013,TOYOTA,161088
4346,4346, TOYOTA YARIS 1.2 E,399000.0,2018,TOYOTA,75413
4347,4347, TOYOTA YARIS 1.2 J,379000.0,2018,TOYOTA,111000
4348,4348, TOYOTA YARIS ATIV 1.2 J,319000.0,2014,TOYOTA,134561
4349,4349, SUZUKI ERTIGA 1.4 GX,504000.0,2019,SUZUKI,53419
4350,4350, NISSAN NOTE 1.2 VL,369000.0,2018,NISSAN,38351
4351,4351, HONDA BR-V 1.5 SV,574000.0,2019,HONDA,78151
4352,4352, HONDA BR-V 1.5 SV,589000.0,2019,HONDA,42254
4353,4353, NISSAN MARCH 1.2 E,319000.0,2019,NISSAN,47468
4354,4354, MAZDA 3 2.0 C,544000.0,2019,MAZDA,77089
4355,4355, TOYOTA VIOS 1.5 ES,279000.0,2012,TOYOTA,123833
4356,4356, MAZDA 2 1.3 High Connect,439000.0,2019,MAZDA,39296
4357,4357, FORD RANGER 2.2 Hi-Rider XLT,599000.0,2019,FORD,53353
4358,4358, TOYOTA HILUX REVO,549000.0,2020,TOYOTA,22033
4359,4359, BMW X3 xDrive20d,2289000.0,2019,BMW,40000
4360,4360, BMW X1 sDrive18i,1230000.0,2018,BMW,18451
4361,4361, TOYOTA ALPHARD 2.5 S C-Package,3459000.0,2020,TOYOTA,35300
4362,4362, MERCEDES BENZ CLA250 AMG Dynamic,1180000.0,2015,MERCEDES,47255
4363,4363, MERCEDES BENZ CLS350,3189000.0,2019,MERCEDES,60000
4364,4364, MERCEDES BENZ CLA250 AMG Dynamic,1690000.0,2018,MERCEDES,31079
4365,4365, BMW X1 sDrive20d,1599000.0,2020,BMW,40312
4366,4366, FORD MUSTANG 2.3 EcoBoost,2890000.0,2019,FORD,16000
4367,4367, MERCEDES BENZ C250 AMG Dynamic,2190000.0,2017,MERCEDES,37000
4368,4368, PORSCHE CAYENNE S E-Hybrid,3990000.0,2017,PORSCHE,46000
4369,4369, MG 3 1.5 X,249000.0,2016,MG,100000
4370,4370, NISSAN MARCH 1.2 E,279000.0,2018,NISSAN,101000
4371,4371, TOYOTA FORTUNER 2.4 V,929000.0,2017,TOYOTA,110000
4372,4372, MG 3 1.5 X,249000.0,2016,MG,100000
4373,4373, TOYOTA FORTUNER 2.4 V,929000.0,2017,TOYOTA,117000
4374,4374, HONDA CIVIC 1.8 E i-VTEC,599000.0,2017,HONDA,72372
4375,4375, TOYOTA HILUX VIGO 2.5 E Prerunner VN Turbo,439000.0,2014,TOYOTA,230000
4376,4376, MERCEDES BENZ E250 AMG Avantgarde,889000.0,2012,MERCEDES,75432
4377,4377, TOYOTA INNOVA 2.0 G,258000.0,2010,TOYOTA,0
4378,4378, HONDA FREED 1.5 EL,438000.0,2013,HONDA,0
4379,4379, TOYOTA AVANZA 1.5 S,278000.0,2013,TOYOTA,0
